Exp,Mouse,Line,Group,Inf1,Inf2,Protein,Dpi,[IFNg] serum,[IgE] serum,[IgG1] serum,[IgG2a] serum,[IL-4] serum,[IL-5] serum,[IL-10] serum,[IFNg] Ag MLN stim,[IFN] CD3 MLN stim,[IFN] Media MLN stim,[IL-5] Media MLN stim,[IL-5] Ag MLN stim,[IL-5] CD3 MLN stim,[IL-10] Media MLN stim,[IL-10] CD MLN stim,[IL-10] Ag MLN stim,[IL-17]Media MLN stim,[IL-17] CD MLN stim,[IL-17] Ag MLN stim,[GAPDH] QPCR Gut,[Arg1] QPCR Gut,[CD36] QPCR Gut,[Idlr] QPCR Gut,[iNOS] QPCR Gut,[PPARg1&2] QPCR Gut,[RELMa] QPCR Gut,[Arg1] QPCR Spleen,[CD36] QPCR Spleen,[GAPDH] QPCR Spleen,[Idlr] QPCR Spleen,[iNOS] QPCR spleen,[PPARg1&2] QPCR spleen,[RELMa] QPCR spleen,wean BW,BW1,BW2,BW3,BW4,BW5,BW6,BW7,BW8,BW9,BW10,BW11,BW12,BWd9,BWd21,FinalBW,ADWG,ADWG expt,ADWG expt diet,FI 1,FI 2,FI 3,FI 4,FI 5,FI 6,FI 7,FI 8,FI 9,FI 10,FI 11,ADFI,ADFI expt,spleen wt,gut wt,Spl_BW,Gut_BW,granulomas,colon contents,wet carcass wt,dry carcass wt,DMR ratio,Fat %,EIC,Adult Male,Adult Female,Juv Male,Juv Female,Total worms,tWB,PCF,Juv Per
SB-105,63,ROL,0_1,0,1,LP,21,0,0.065,"1,600.00",0,0,0.495,0,,,,,,,,,,,,,1.55,0,0.793,33.7,0.301,0.133,0,1.521,0.007,0.144,0.057,0.014,0.073,0,,6.98,5.96,8.21,9.53,9.37,11.48,12.36,12.34,11.85,11.81,12.83,13.63,,14.27,14.27,0.221,0.263,0.233,1.5,2.783,2.29,1.967,2.92,2.993,2.4,2.097,2.373,2.453,2.348,,,0.088,0.709,6.167,49.685,0,0.11,13.12,5.3,0.404,15.448,247.50,2,1,0,0,3,0.602,247.5,0
SB-105,64,ROL,0_1,0,1,LP,9,0,0.065,0,0,0.055,0,0,0,0,0,0,0.455,2.352,0.281,1.225,0.116,0,0,0,0.201,0,0,0.1,0,0.003,0,0.591,0.092,0.32,0.803,0.094,0.316,0.093,,8.11,7.68,8.56,8.57,9.19,10.5,11.13,11.44,11.45,,,,11.82,,11.82,0.112,0.142,0.11,1.608,3.213,1.438,2.313,2.26,3.003,3.163,2.217,,,,,,0.041,0.728,3.469,61.591,0,0.04,11.04,4,0.362,10.742,0.00,2,3,0,0,5,0.778,0,0
SB-105,65,ROL,1_1,1,1,HP,9,0,0.181,"1,600.00",0,0,0,0,0,0,0,0,1.08,1.752,0.116,0.594,0.254,0,0,1.099,0.669,0.054,0.181,0.101,0.078,0.048,0.024,0.601,0.061,0.32,4.02,0.237,0.168,0.035,,9.24,9.72,12.37,12.83,13.25,14.48,15.72,15.75,16.28,,,,16.69,,16.69,0.226,0.188,0.184,1.888,3.927,2.87,2.99,2.985,3.04,2.22,2.03,,,,,,0.04,0.811,2.397,48.592,3,0.03,15.67,5.8,0.37,11.625,0.00,0,0,0,0,0,0,*,*
SB-105,66,ROL,1_0,1,0,HP,21,0,0.048,800,0,0,0,0,,,,,,,,,,,,,0.016,0,0.001,0.004,0.346,0,0,0.287,0.168,0.692,5.2,0.193,0.395,0.017,,11.3,12.86,13.24,14.5,13.89,15.25,16.24,16.28,17.73,17.55,18.25,19.01,,19.82,19.82,0.258,0.286,0.381,2.923,3.733,3.233,2.423,2.683,2.873,2.425,2.213,2.46,2.213,2.368,,,0.059,0.827,2.977,41.726,1,0.16,17.85,7,0.392,14.114,0.00,0,0,0,0,0,0,*,*
SB-105,67,ROL,1_1,1,1,LP,21,0,0.319,"12,800.00",0,0,0,0,,,,,,,,,,,,,0.629,0.003,0.167,0.064,0.046,0.055,0.008,0.007,0,0.007,0.006,0.001,0,0,,9.36,10.11,12.01,12.74,13.09,14.76,13.75,14.25,14.52,14.73,15.35,15.07,,15.34,15.34,0.181,0.145,0.048,2.553,3.463,2.83,2.673,2.715,2.563,2.835,2.427,2.775,2.397,2.345,,,0.048,0.817,3.129,53.259,1,0.16,13.78,5,0.363,10.801,1917.00,6,5,0,0,11,1.079,383.4,0
SB-105,68,ROL,0_1,0,1,HP,9,0,0.123,800,0,0.094,0.05,0,0,9.318,0,0,0,3.671,0.324,1.975,0.138,0,0.157,0,0.344,0.005,0,1.065,0.02,0.012,0.006,6.525,0.105,0.516,4.39,0.11,0.396,0.137,4.54,6.47,7.6,9.08,10.67,12.02,12.84,13.69,13.84,14.49,,,,14.22,,14.22,0.293,0.223,0.115,1.273,2.45,2.755,2.857,3.3,2.17,2.138,1.89,,,,,,0.09,0.757,6.308,53.235,0,0.07,13.07,4.5,0.344,8.706,0.00,8,12,0,0,20,1.322,0,0
SB-105,69,ROL,0_0,0,0,LP,21,0,0.064,0,0,0,0,,0,5.264,0.125,0,0,0,0.044,0.098,0.031,0,0.82,0,0.151,0,0,0.02,0.649,0.005,0,0.153,0.03,0.24,1.135,0.105,0.284,0.002,5.05,6.62,7.3,8.15,11.1,10.73,12.83,12.08,11.72,12.5,12.67,13.14,13.18,,13.31,13.31,0.25,0.224,0.04,1.26,2.103,3.028,2.153,3.353,1.967,2.408,2.183,2.405,2.623,2.505,,,0.035,0.61,2.63,45.83,0,0.06,11.96,4.3,0.36,10.427,0.00,0,0,0,0,0,0,*,*
SB-105,70,ROL,0_1,0,1,HP,9,0,0.044,0,0,0,0,,,6.047,0,0,0.176,3.978,0.138,1.657,0.386,0,0.223,0,0.007,0,0,0.249,0,0,0,0.715,0.237,0.001,2.42,0.128,0.489,0.049,4.74,5.98,7.19,8.99,11.22,11.38,13.5,14.27,13.6,14.89,,,,15.07,,15.07,0.313,0.264,0.131,1.265,2.737,2.875,2.927,3.573,2.547,2.058,2.143,,,,,,0.085,0.843,5.627,55.939,0,0.18,13.17,4.7,0.357,10.126,24.00,14,9,0,1,24,1.398,2.667,4.167
SB-105,71,ROL,0_1,0,1,HP,21,0,0.148,"1,600.00",0,0,0,,0,4.459,0,0,0.315,0.339,0.055,0.176,0.098,0,0.682,0,0.528,0,0.008,2.525,0.024,0.04,0.001,0.189,0.077,0.323,1.355,0.098,0.104,0.019,5.2,7.65,8.66,10.81,12.51,12.42,13.37,14.19,14.41,15.72,15.74,15.99,16.95,,16.61,16.61,0.346,0.252,0.27,1.378,3.11,3.215,2.777,3.455,2.563,2.123,2.13,1.765,2.233,2.21,,,0.05,0.864,3.01,52.017,0,0.06,11.96,6,0.502,26.489,3118.50,21,14,0,0,35,1.556,222.75,0
SB-105,72,ROL,1_0,1,0,LP,21,0,0.038,"1,600.00",0,0.06,0,0,1.063,9.56,1.191,0,0.115,0.476,0.049,0.536,0.072,0,4.048,0,0.001,0,0,0.004,0.013,0,0,0.286,0.099,0.312,3.36,0.155,0.293,0.005,5.62,8.4,10.1,12.35,14,11.8,14.75,14.24,14.04,14.66,14.93,15.31,15.75,,15.84,15.84,0.31,0.152,0.091,1.768,3.397,3.105,2.297,3.85,2.443,2.765,2.517,2.428,2.88,2.765,,,0.036,0.723,2.273,45.644,3,0.1,14,5.5,0.393,14.193,0.00,0,0,0,0,0,0,*,*
SB-105,73,ROL,1_1,1,1,LP,21,0,0.484,"124,000.00",400,0,0,0,0,2.612,0,0,0.244,0.927,0.071,0.519,0.199,0,0.411,0,0.432,0,0.127,0.005,0.007,0.081,0.005,0.456,0.031,0.333,1.1,0.132,0.107,0.004,6.29,8.4,9.5,11.62,13.75,11.37,13.9,13.86,12.83,13.6,13.87,14.33,14.5,,14.89,14.89,0.261,0.142,0.083,1.665,3.063,3.12,2.187,3.698,2.32,2.218,3.033,2.558,2.877,2.69,,,0.054,0.937,3.627,62.928,9,0.1,13.28,4.9,0.369,11.494,1147.50,9,26,0,0,35,1.556,44.135,0
SB-105,74,ROH,1_0,1,0,HP,21,0,0.074,"6,400.00",400,0.13,0,0,0,9.733,0,0,,,0,0.566,0,0,4.668,0,0.018,0,0,0.013,0,0,0.003,0.715,0.072,0.592,4.495,0.13,0.479,0.065,9.91,12.27,18.01,22.17,25.47,25.6,26.01,30.27,34.9,36.43,41.14,40.94,41.28,,43.73,43.73,1.025,0.937,1.477,2.855,4.493,5.073,4.073,4.04,4.853,4.603,4.033,4.87,3.673,3.498,,,0.153,1.685,3.499,38.532,11,0.17,40.09,15.7,0.392,14.053,0.00,0,0,0,0,0,0,*,*
SB-105,75,ROL,0_1,0,1,HP,9,0,0.147,"3,200.00",0,0,0,0,3.858,11.659,4.034,0.086,1.238,5.746,0,2.873,0.6,0,1.244,0,2.17,0.016,0.416,22.35,0.202,0.13,0.005,0.389,0.015,0.243,0.78,0.089,0.094,0.04,5.53,8.62,8.39,12.34,13.88,13.75,15.3,16.25,16.36,17.03,,,,16.62,,16.62,0.336,0.186,0.11,2.227,3.545,3.603,3.123,2.9,2.545,2.25,2.048,,,,,,0.098,0.88,5.897,52.948,0,0.09,15.94,5,0.314,5.245,0.00,4,5,0,0,9,1,0,0
SB-105,76,ROL,1_1,1,1,LP,9,0,0.273,400,0,0,0.03,,0,0.891,0.817,0,0.165,1.443,0.057,0.857,0.071,0,0.606,0,0.411,0,0.11,0.168,0.049,0.034,0.002,0.349,0.054,0.4,2.615,0.188,0.141,0.01,7.62,8.97,10,12.81,12.64,12.54,12.4,12.5,12.66,12.76,,,,13.12,,13.12,0.167,0.013,0.06,2.62,3.34,2.75,2.53,2.163,2.285,2.333,2.243,,,,,,0.048,0.658,3.666,50.152,0,0.14,12.65,4.6,0.364,10.891,0.00,1,0,0,0,1,0.301,*,0
SB-105,77,ROL,0_1,0,1,LP,21,0,0.258,400,0,0,0,,0,0,0,0,0,0.097,0,0,0,0,0,0,0.434,0,0.018,3.135,0.047,0.039,0.001,0.269,0.066,0.354,1.335,0.124,0.179,0.013,7.83,9.5,10.83,9.13,12.23,12.99,13.33,13.7,13.69,14.24,14.76,14.97,15.1,,15.53,15.53,0.233,0.278,0.183,2.82,2.265,2.82,3.478,2.37,2.62,2.743,3.143,2.55,3.023,2.64,,,0.039,0.617,2.511,39.73,0,0.03,14.47,5.6,0.387,13.532,1782.00,8,6,0,0,14,1.176,297,0
SB-105,78,ROL,0_1,0,1,HP,21,0,0.232,800,0,0,0,,0,2.137,0,0,0.188,0.211,0,0.217,0,0,0,0,0.465,0,0.017,2.435,0.064,0.023,0.001,0.296,0.076,0.262,2.17,0.138,0.379,0.025,7.03,9.22,11.08,13.2,14.22,13.6,15.17,15.84,15.96,15.68,16.54,16.35,16.6,,17.05,17.05,0.304,0.167,0.157,2.957,3.218,3.543,2.913,3.087,2.56,2.067,1.905,2.34,1.87,1.867,,,0.045,0.768,2.639,45.044,0,0.01,15.43,5.8,0.376,12.276,558.00,7,7,0,0,14,1.176,79.714,0
SB-105,79,ROL,1_1,1,1,HP,21,0,0.407,"6,400.00",0,0.536,,,0,3.304,0,0.026,0,1.249,0.077,0.735,0.091,0,0.155,0,0.411,0.017,0.119,0.057,0.041,0.027,0.025,0.141,0.227,0.414,3.835,0.259,0.764,0.007,5.54,8.25,9.62,11.52,12.37,10.23,12.09,12.58,12.62,14.23,13.88,14.35,14.28,,14.62,14.62,0.275,0.135,0.211,2.667,2.978,3.137,2.548,2.813,2.113,1.727,2.088,1.757,1.718,1.893,,,0.07,0.884,4.774,60.465,0,0.09,13.11,4.3,0.328,6.863,859.50,7,7,0,0,14,1.176,122.786,0
SB-105,80,ROH,0_1,0,1,HP,9,0,0.012,0,400,0,0,0,0,0,0,0.015,0.024,1.6,0.551,4.517,0,0,0,0,0.144,0,0,0.724,0.007,0.009,0.003,1.054,0.16,0.908,0.92,0.104,0.948,0.021,11.07,15.31,20.46,23.31,27.48,28,30.91,35.12,37.58,40.6,,,,41.41,,41.41,0.919,0.787,0.875,3.795,5.05,5.913,4.107,5.073,5.797,3.873,4.467,,,,,,0.167,2.323,4.033,56.098,25,0.19,37.82,15,0.397,14.618,1.50,9,15,0,0,24,1.398,0.1,0
SB-105,81,ROH,0_0,0,0,LP,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0.015,0.016,0,0,1.25,0.095,0.489,1.785,0.091,0.449,0.015,9.05,12.08,16.4,21.12,25.93,23.94,30.39,31.11,31.85,33.2,32.4,34.15,34.81,,35.65,35.65,0.806,0.632,0.438,3.223,5.01,5.723,3.69,4.75,6.277,5.465,5.803,3.998,4.603,4.74,,,0.075,1.428,2.104,40.056,0,0.07,33.25,14.2,0.427,18.059,0.00,0,0,0,0,0,0,*,*
SB-105,82,ROH,1_1,1,1,LP,21,0,0.405,"496,000.00","12,800.00",0,0,,0,1.138,0,0,0,3.677,0,6.392,0,0,0,0,0.125,0.02,0.09,0.015,0.026,0.01,0.068,0.396,0.078,0.227,1.105,0.201,0.338,0.055,8.19,11.16,14.53,18.3,22.08,20.09,23.89,24.64,21.95,21.94,22.08,21.08,20.73,,20.02,20.02,0.358,0.075,-0.323,3.215,4.313,4.813,2.83,3.718,4.79,2.108,2.083,2.368,1.49,1.703,,,0.082,2.295,4.096,114.635,26,,17.55,5.7,0.325,6.501,,45,56,0,0,101,2.009,0,0
SB-105,83,ROH,0_1,0,1,LP,9,0,0.03,400,800,0.203,0.19,0.063,0,0,0,0.012,0.034,4.226,0.485,6.68,0,0,0,0,0.713,0.026,0.001,4.38,0.043,0.022,0.033,0.157,0.126,0.322,4.14,0.182,0.287,0.005,7.87,10.26,14.53,18.7,23.28,24.91,28.73,30,28.46,27.05,,,,26.5,,26.5,0.565,0.339,-0.186,3.263,4.597,4.988,4.08,4.928,5.043,3.878,3.53,,,,,,0.118,1.766,4.453,66.642,3,0.14,24.11,8.4,0.348,9.17,0.00,3,3,2,4,12,1.114,0,50
SB-105,84,ROH,1_1,1,1,HP,9,0,0.295,"12,800.00","1,600.00",0.039,,0,0,0,0,0.013,0.022,0.713,0,0.739,0,0,0,0,0.341,0.033,0.061,0.086,0.106,0.029,0.076,,,,,,,,6.93,9.78,13.39,16.94,22.09,19.36,23.9,25.91,28.03,29.49,,,,33.12,,33.12,0.794,0.703,0.768,3.235,4.347,5.008,2.827,4.45,4.153,2.79,3.487,,,,,,0.167,1.902,5.042,57.428,58,0.21,28.2,8.9,0.316,5.463,0.00,1,0,3,2,6,0.845,*,83.333
SB-105,85,ROH,1_0,1,0,HP,21,0,0.09,"25,600.00",0,0.03,,0,0,0,0,0,0,0.854,0,1.054,0,0,0,0,0.213,0.007,0.044,0.042,4.685,0.027,0.048,1.28,0.068,0.453,1.805,0.15,0.218,0.067,6.71,9.59,12.95,15.23,20.96,22.92,27.33,28.31,30.81,32.81,33.25,35.08,36.19,,36.42,36.42,0.9,0.921,0.758,3.093,3.82,4.88,4.12,4.378,4.41,3.99,3.813,3.2,3.853,3.728,,,0.107,1.681,2.932,46.156,34,0.09,33.75,12,0.356,9.978,0.00,0,0,0,0,0,0,*,*
SB-105,86,ROL,0_0,0,0,HP,21,0,0.026,0,0,0.004,0,0,0,7.344,0,0,0,0,0,0,0,0,1.003,0,0.001,0,0,0.014,0,0,0,0.036,0.006,0.118,0.601,0.102,0.053,0.002,7.39,10,11.72,13.68,14.93,13.91,14.67,16.44,16.57,17.98,17.22,17.57,18.03,,18.62,18.62,0.34,0.215,0.329,3.117,3.468,3.307,2.5,2.977,2.75,2.103,2.223,1.837,2.133,2.107,,,0.047,0.69,2.524,37.057,0,0.07,17.33,6.5,0.375,12.183,0.00,0,0,0,0,0,0,*,*
SB-105,88,ROL,0_1,0,1,LP,9,0,0.088,800,0,0,0,,0,9.281,0,,,,0.063,1.34,0.054,,,,1.03,0.002,0.001,2.625,0.032,0.026,0.008,0.255,0.083,0.016,3.415,0.253,0.269,0.003,8.48,10.65,11.97,13.73,15.21,15.17,14.92,15.54,14.92,15.11,,,,15.83,,15.83,0.223,0.091,0.076,3.17,3.515,3.587,2.993,3.017,3.195,2.773,2.978,,,,,,0.059,0.867,3.727,54.769,0,0.12,14.5,5.7,0.393,14.221,0.00,2,2,0,0,4,0.699,0,0
SB-105,95,ROL,0_0,0,0,LP,21,0,0,400,0,0,0,0,0,8.811,0,,,,0,0,0,0,2,0,0.671,0,6.54,0.138,4.01,0.039,0,0.001,0,0.02,0.007,0.015,0.006,0.001,6.34,7.29,8.19,10.31,12.59,12.7,14.79,13.2,14.01,14.37,14.96,15.17,16.09,,16.41,16.41,0.305,0.265,0.135,3.125,2.993,3.028,2.68,3.275,2.643,3,2.913,3.128,2.88,3.048,,,0.036,0.717,2.218,43.681,0,0.08,15.03,6,0.399,14.91,0.00,0,0,0,0,0,0,*,*
SB-105,99,ROL,1_0,1,0,HP,21,0,0.11,"124,000.00",0,0,0,0,0,5.024,0,0,0,0.134,0,0,0,0,1.446,0,0.409,0.001,0.04,0.022,1.735,0.031,0.003,3.215,0.044,0.546,1.595,0.115,0.117,0.084,8.86,10.44,10.85,14.57,15.67,15.23,16.58,17.35,19.32,19.12,19.79,20.14,21.92,,22.55,22.55,0.415,0.347,0.498,3.255,3.767,3.493,2.967,3.03,2.833,2.505,2.277,2.295,2.25,2.828,,,0.057,0.799,2.541,35.432,1,0.07,20.9,9.5,0.455,21.164,0.00,0,0,0,0,0,0,*,*
SB-105,100,ROL,1_0,1,0,LP,21,0,0.088,"1,600.00",0,0.045,,,0,6.129,0,0,0,0.341,0,0.309,0,0,0,0,0.338,0.002,1.369,0.034,1.62,0.017,0.01,0.004,0,0.005,0.008,0.001,0,0,7.97,9.01,9.62,12.89,14.13,13.24,14.76,13.8,14.43,14.76,15.69,15.91,16.99,,16.47,16.47,0.258,0.156,0.143,3.313,3.67,3.043,2.437,2.938,2.86,3.138,3.077,3.345,3.287,3.445,,,0.039,0.736,2.356,44.657,1,0.11,15.4,5.9,0.383,13.092,0.00,0,0,0,0,0,0,*,*
SB-105,101,ROL,0_1,0,1,HP,9,0,0.066,0,0,0,0,0,0,33.428,0,0,0,1.205,0.001,,0.04,0,2.045,0,0.22,0,0,0.454,0.003,0.004,0.002,1.75,0.089,0.645,0.964,0.139,0,0.039,6.48,7.39,8.19,9.73,11.24,12.3,14.4,14.7,15.53,15.49,,,,16.67,,16.67,0.309,0.302,0.189,3.125,2.62,2.913,2.907,2.873,2.83,2.065,1.977,,,,,,0.094,0.808,5.639,48.47,0,0.07,15.18,5.3,0.349,9.253,0.00,3,5,0,0,8,0.954,0,0
SB-105,104,ROL,1_1,1,1,LP,9,0,0.365,"1,600.00",400,0.097,,,0,7.871,0,0,0.138,1.316,0.116,1.244,0.361,0.068,0.643,0,0.573,0.04,0.138,0.029,0.136,0.061,0.025,0.496,0.094,0.36,1.575,0.124,0.704,0.031,5.59,7.34,9.33,10.7,13.32,13.53,15.97,13.8,14.05,14.76,,,,15.02,,15.02,0.286,0.188,-0.079,3.333,2.787,3.13,2.987,3.238,2.537,2.915,2.983,,,,,,0.054,0.76,3.595,50.599,3,0.11,14.41,5.6,0.389,13.714,0.00,3,1,1,2,7,0.903,0,42.857
SB-105,105,ROH,1_1,1,1,LP,21,0,0.62,"496,000.00",0,0,0,,0,1.018,0,0,0,3.656,0,3.258,0,0,0.456,0,0.62,0.038,0.207,0.078,0.024,0.058,0.069,0.038,0.008,0.212,0.395,0.175,0.355,0.011,12.56,14.65,19.15,24.73,31.1,32.32,35.93,37.03,33.13,32.35,31.59,31.61,31,,30.65,30.65,0.548,0.257,-0.44,3.858,5.693,5.678,5.053,5.318,5.087,3.868,3.717,3.523,3.69,3.218,,,0.111,2.471,3.618,80.63,53,0.18,28.21,10.4,0.369,11.459,0.00,0,0,0,0,0,0,*,*
SB-105,106,ROH,0_1,0,1,HP,9,0,0.077,0,400,0,0,0,0,0,0,0,0,1.721,0.328,3.527,0,0,0,0,0.621,0.002,0.001,2.025,0.02,0.03,0.009,1.145,0.001,0.18,0.07,0.066,0.166,0.357,12.08,16.22,21.95,26.37,31.62,31.92,35.78,38.09,31.53,38.34,,,,40.93,,40.93,0.874,0.633,0.429,3.99,5.007,5.943,5.093,5.485,5.907,2.305,3.537,,,,,,0.139,2.19,3.396,53.506,0,0.13,36.83,13.3,0.361,10.606,0.00,0,2,0,3,5,0.778,0,60
SB-105,107,ROH,0_0,0,0,HP,21,0,0.066,0,0,0.099,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567,0,22.95,0.121,3.3,0.058,0,0.045,0.018,0.015,0.453,0.101,0.065,0.007,11.93,15.88,22.5,26.12,31.8,33.39,36.65,39,46.61,45.49,49.02,52.35,53.05,,54.51,54.51,1.29,1.234,1.488,4.303,5.273,6.248,5.723,5.195,6.273,5.485,5.143,4.91,5.99,4.97,,,0.133,1.866,2.444,34.232,0,0.08,50.32,24.6,0.489,25.042,0.00,0,0,0,0,0,0,*,*
SB-105,108,ROH,1_1,1,1,LP,9,0,0.434,"51,200.00",0,0,0,0,0,0,0,0,0.153,2.575,0,2.896,0,0,0,0,0.317,0.075,0.15,0.023,0.106,0.034,0.075,2.17,0.014,0.125,0.144,0.081,0.106,0.099,12.52,15.7,22.07,27.36,31.52,32.18,35.43,38.32,36.42,35.94,,,,37.26,,37.26,0.75,0.43,0.153,4.208,5.397,5.738,5.453,5.018,6.9,4.648,4.623,,,,,,0.138,2.08,3.704,55.824,36,0.14,32.85,13.4,0.408,15.894,0.00,1,0,0,0,1,0.301,*,0
SB-105,109,ROH,0_1,0,1,LP,21,0,0.124,"3,200.00",400,0,,0,0,0,0,0,0,0.697,0,0.876,0,0,0,0,0.474,0.002,0.09,6.665,0.036,0.105,0.009,0.246,0.057,0.33,1.735,0.114,0.072,0.004,12.18,16.07,22.2,25.87,30.97,30.03,33.97,33.78,34.51,33.98,33.62,33.26,33.72,,34.13,34.13,0.665,0.359,0.013,4.135,5.06,5.75,4.463,4.848,5.81,5,4.54,3.915,3.917,3.923,,,0.101,1.756,2.953,51.444,13,0.19,31.23,13,0.416,16.838,1566.00,9,14,0,0,23,1.38,111.857,0
SB-105,110,ROH,1_1,1,1,HP,9,0,0.24,"51,200.00",0,0.054,0,0,0,0.974,0,0,0,1.276,0,1.158,0,0,0,0,0.198,0.012,0.065,0.013,0.012,0.017,0.031,0.005,0,0.015,0.021,0.007,0.16,0.01,12.58,16.47,22.84,26.72,31.09,31.17,33.5,38,40.84,42,,,,41.77,,41.77,0.885,0.654,0.689,4.56,5.51,5.225,5.053,4.995,5.92,4.553,4.233,,,,,,0.163,2.17,3.902,51.951,44,0.01,36.33,14.9,0.41,16.145,0.00,0,0,0,0,0,0,*,*
SB-105,111,ROL,0_1,0,1,HP,21,0,0.234,"1,600.00",0,0.005,0,0,0,0.711,0,0,0,0.56,0,0.548,0,0,0.235,0,0.006,0,0,0.099,0.002,0,0,0.194,0.134,0.331,3.115,0.184,0.001,0.007,8.83,10.15,10.59,13.18,14.66,15.37,16.71,17.64,18.42,19.64,20.13,20.34,20.83,,20.62,20.62,0.357,0.323,0.326,2,3.733,3.793,3.107,3.168,3.033,2.32,2.52,2.298,2.347,2.443,,,0.073,1.004,3.535,48.705,0,0.08,18.1,7.6,0.42,17.248,1836.00,15,16,0,0,31,1.505,114.75,0
SB-105,113,ROL,0_1,0,1,LP,9,0,0.243,0,0,0,0,,1.78,6.828,0,0.431,0.774,3.019,0.076,5.179,0.825,0,1.76,0,0.592,0.006,0,1.5,0.015,0.016,0.009,0.024,0,0.033,0.017,0.02,0.317,0.006,9.11,10.97,12.1,14.4,15.25,15.24,15.94,15.2,15.43,15.22,,,,15.3,,15.3,0.188,0.039,-0.053,2.635,3.943,3.185,2.757,3.003,2.507,2.708,2.817,,,,,,,0.99,0,64.706,0,0.08,13.83,5.1,0.369,11.47,0.00,6,5,0,0,11,1.079,0,0
SB-105,115,ROL,0_0,0,0,HP,21,0,0.048,400,0,0,0,0,0,0,0,0,0,0.156,0.099,0.108,0.02,0,0,0,0.001,0,0,0.002,0.022,0,0,0.056,0,0.036,0.039,0.025,0.008,0.007,6.38,7.57,10.5,11.75,13.41,13,14.1,13.87,13.58,13.99,15.83,15.48,15.91,,16.08,16.08,0.294,0.188,0.165,2.805,3.25,3.495,2.917,3.275,2.153,1.918,2.017,2.368,1.883,2.09,,,0.038,0.562,2.332,34.969,0,0.06,15.22,5.4,0.355,9.892,0.00,0,0,0,0,0,0,*,*
SB-105,116,ROL,1_1,1,1,HP,21,0,0.803,"124,000.00",0,0.284,0.04,0,0,2.037,0,0,0.001,0.899,0.084,0.402,0.084,0,0.048,0,0.189,0.004,0.117,0.045,0.069,0.019,0.029,0.11,0.01,0.202,0.497,0.138,0.006,0.005,7.66,9.41,8.83,10.9,11.43,12.73,13.29,14.85,15.49,16.57,17.77,18.94,19.8,,19.31,19.31,0.353,0.366,0.502,1.93,2.793,2.583,3.167,2.72,2.913,1.96,2.317,2.42,2.663,2.53,,,0.077,1.168,3.972,60.497,18,0.09,17.45,6.9,0.395,14.482,10.50,6,3,0,0,9,1,3.5,0
